x,y,nettoyage
49,23,jules
15,21,jules
80,1,paul
71,20,paul
78,68,paul
89,68,paul
36,62,paul
59,64,paul
89,77,paul
18,35,jules
42,2,paul
71,38,paul
17,67,paul
90,51,paul
47,80,paul
19,9,jules
55,93,paul
8,9,jules
75,8,jules
82,56,paul
94,21,jules
47,89,paul
29,68,paul
52,33,paul
87,0,paul
9,99,paul
25,25,jules
62,74,paul
64,25,jules
33,56,paul
20,86,paul
93,79,paul
3,33,paul
38,0,jules
12,100,paul
43,78,paul
78,54,paul
86,67,paul
47,48,paul
82,15,paul
88,95,paul
71,33,paul
27,8,jules
19,4,jules
28,71,paul
40,36,paul
92,74,paul
100,87,paul
30,13,jules
94,16,jules
0,9,jules
69,99,paul
75,30,paul
42,82,paul
81,64,paul
10,22,paul
40,63,paul
61,95,paul
53,2,jules
87,4,paul
62,69,paul
52,46,paul
10,40,paul
74,43,paul
62,78,paul
93,56,paul
37,3,jules
62,87,paul
85,52,paul
62,96,paul
93,74,paul
76,3,jules
65,3,jules
23,86,paul
31,90,paul
78,31,paul
23,95,paul
16,56,paul
55,38,paul
13,69,paul
36,34,jules
38,4,jules
26,11,jules
24,69,paul
71,10,paul
79,23,jules
29,13,jules
1,94,paul
48,35,paul
94,2,jules
38,89,paul
69,67,paul
28,66,paul
69,76,paul
75,7,jules
40,40,paul
50,72,paul
5,82,paul
94,20,jules
21,45,paul
58,94,paul
40,58,paul
42,95,paul
53,6,jules
2,22,paul
54,60,paul
56,2,jules
45,2,jules
66,43,paul
31,94,paul
32,59,paul
67,26,paul
23,90,paul
4,95,paul
89,44,paul
78,44,paul
99,76,paul
55,51,paul
78,53,paul
13,82,paul
59,49,paul
88,85,paul
92,46,paul
68,88,paul
47,65,paul
9,48,paul
48,39,paul
49,93,paul
94,6,jules
100,77,paul
41,0,jules
94,15,jules
21,31,jules
6,42,paul
52,9,paul
50,76,paul
69,89,paul
39,48,paul
27,92,paul
25,19,jules
39,66,paul
54,64,paul
10,39,paul
12,58,paul
20,71,paul
74,51,paul
14,9,jules
23,76,paul
20,89,paul
