x,y,nettoyage
38,23,paul
71,20,paul
24,97,jules
78,77,paul
17,58,jules
70,73,paul
8,0,paul
82,38,paul
71,38,paul
83,3,paul
91,25,paul
77,99,paul
0,23,paul
72,2,paul
52,33,paul
9,99,jules
95,22,paul
6,84,jules
44,47,paul
74,48,paul
81,96,paul
3,6,paul
73,92,paul
25,52,jules
3,24,paul
37,26,paul
2,68,jules
43,69,jules
38,0,paul
96,81,paul
13,74,jules
98,23,paul
1,72,jules
26,16,paul
49,18,paul
78,54,paul
98,32,paul
89,63,paul
79,28,paul
82,24,paul
17,53,jules
63,29,paul
63,38,paul
77,85,paul
48,49,paul
21,50,jules
21,59,jules
33,24,paul
64,2,paul
53,2,paul
87,13,paul
93,47,paul
81,91,paul
23,77,jules
74,61,paul
43,55,paul
84,93,paul
37,21,paul
37,30,paul
14,28,paul
4,82,jules
97,44,paul
78,40,paul
67,40,paul
35,69,paul
36,34,paul
43,82,paul
96,85,paul
26,11,paul
67,49,paul
71,10,paul
18,16,paul
9,44,jules
57,93,paul
83,2,paul
40,31,paul
9,62,jules
40,40,paul
63,42,paul
41,5,paul
92,87,paul
40,58,paul
25,6,paul
72,1,paul
30,84,paul
42,86,paul
33,28,paul
2,22,paul
22,0,paul
64,15,paul
73,82,paul
34,11,paul
97,12,paul
89,17,paul
86,30,paul
70,22,paul
23,99,jules
88,67,paul
4,95,jules
78,44,paul
90,9,paul
28,25,paul
89,53,paul
96,89,paul
28,34,paul
7,11,paul
55,60,paul
40,8,paul
36,56,paul
17,52,jules
92,55,paul
46,97,paul
29,26,paul
49,93,paul
52,0,paul
77,84,paul
29,44,paul
73,41,paul
44,5,paul
10,3,paul
62,50,paul
25,10,paul
91,95,paul
85,24,paul
74,24,paul
53,1,paul
2,17,paul
0,84,paul
85,33,paul
22,4,paul
66,38,paul
66,47,paul
66,56,paul
67,30,paul
64,95,paul
98,8,paul
45,91,paul
90,4,paul
76,69,paul
16,64,jules
88,80,paul
77,43,paul
70,44,paul
68,74,paul
96,93,paul
28,38,paul
47,42,paul
68,83,paul
28,47,jules
38,88,paul
15,86,paul
81,40,paul
33,0,paul
18,100,jules
6,46,paul
39,43,paul
74,19,paul
8,83,jules
94,86,paul
91,99,paul
12,44,jules
20,57,paul
0,88,jules
39,70,jules
20,66,jules
66,33,paul
22,8,paul
97,11,paul
74,46,paul
84,78,paul
3,4,paul
12,71,jules
59,3,paul
64,81,paul
87,83,paul
43,58,paul
78,25,paul
17,6,paul
96,61,paul
34,77,jules
1,52,paul
96,70,paul
47,10,paul
9,11,paul
37,91,jules
77,38,paul
46,69,paul
14,98,paul
65,82,paul
28,42,paul
15,72,jules
77,56,paul
15,81,jules
77,65,paul
5,58,jules
69,61,paul
42,44,paul
77,74,paul
80,70,paul
50,66,paul
50,75,paul
27,73,jules
20,34,paul
66,1,paul
94,81,paul
73,58,paul
32,17,paul
84,64,paul
66,37,paul
51,48,paul
35,31,paul
67,11,paul
96,47,paul
53,76,paul
55,9,paul
87,87,paul
88,52,paul
72,98,paul
99,52,paul
56,81,paul
53,94,paul
65,59,paul
1,47,jules
57,73,paul
100,53,paul
68,82,paul
69,47,paul
50,43,paul
6,18,paul
62,26,paul
91,71,paul
39,42,paul
93,22,paul
94,85,paul
60,83,paul
0,78,paul
75,81,paul
52,88,paul
87,55,paul
24,17,paul
23,52,jules
12,61,jules
87,64,paul
64,62,paul
33,93,jules
89,6,paul
76,36,paul
16,31,paul
35,44,paul
1,51,paul
14,79,jules
65,63,paul
37,90,paul
100,39,paul
38,64,jules
67,100,paul
58,42,paul
98,78,paul
61,38,paul
69,51,paul
15,80,jules
61,47,paul
79,83,paul
18,76,paul
82,79,paul
61,56,paul
48,86,paul
19,59,jules
48,95,paul
11,55,jules
73,39,paul
23,20,paul
66,0,paul
94,80,paul
23,38,paul
31,51,paul
83,89,paul
33,70,jules
95,54,paul
24,12,paul
83,98,paul
32,25,paul
24,21,paul
53,57,paul
76,40,paul
45,71,paul
37,67,jules
80,10,paul
37,76,jules
58,19,paul
26,48,jules
58,28,paul
89,95,paul
27,22,paul
50,24,paul
90,69,paul
7,71,jules
19,36,paul
81,20,paul
79,87,paul
91,52,paul
7,80,jules
63,70,paul
90,96,paul
19,54,jules
20,19,paul
31,19,paul
12,15,paul
6,93,jules
0,68,jules
12,33,paul
41,78,jules
44,74,paul
41,87,paul
87,54,paul
25,70,jules
72,65,paul
75,89,paul
52,87,paul
53,61,paul
65,26,paul
88,28,paul
34,57,jules
46,22,paul
88,37,paul
99,37,paul
65,44,paul
38,27,paul
5,2,paul
80,5,paul
76,53,paul
67,72,paul
56,84,paul
22,82,jules
80,23,paul
7,39,paul
26,52,jules
42,6,paul
38,63,jules
50,28,paul
67,99,paul
47,93,paul
7,57,jules
69,41,paul
98,77,paul
42,33,paul
30,31,paul
48,76,paul
20,5,paul
94,52,paul
40,81,paul
