x,y,nettoyage
15,21,jules
79,24,paul
70,55,paul
1,95,paul
7,26,jules
16,93,paul
78,77,paul
18,35,paul
8,9,jules
48,45,paul
17,76,paul
30,18,jules
19,18,jules
5,92,paul
11,23,paul
52,24,paul
72,2,paul
95,13,paul
73,74,paul
33,38,paul
41,51,paul
10,36,jules
34,12,jules
37,8,jules
20,86,paul
14,15,jules
37,17,paul
45,30,paul
86,31,paul
2,59,paul
74,66,paul
37,26,paul
39,99,paul
86,40,paul
2,68,paul
3,33,jules
4,96,paul
70,41,paul
55,52,paul
67,54,paul
13,83,paul
1,81,paul
43,96,paul
96,99,paul
26,25,paul
63,20,paul
7,30,jules
77,76,paul
0,0,paul
41,1,paul
83,16,paul
5,78,paul
100,96,paul
63,56,paul
52,19,paul
29,63,paul
27,93,paul
6,70,paul
25,20,jules
33,33,paul
44,42,paul
53,20,paul
56,16,paul
86,17,paul
93,65,paul
74,61,paul
51,59,paul
66,57,paul
89,22,paul
78,22,paul
51,68,paul
98,0,paul
74,79,paul
85,79,paul
97,44,paul
90,5,paul
32,82,paul
88,81,paul
36,52,paul
48,17,paul
48,26,paul
68,27,paul
5,55,paul
40,22,paul
28,57,paul
82,37,paul
5,64,paul
58,67,paul
48,44,paul
100,82,paul
29,40,paul
100,91,paul
44,10,jules
10,17,jules
25,15,jules
61,99,paul
44,28,paul
10,26,jules
44,37,paul
11,89,paul
20,67,paul
54,69,paul
11,98,paul
85,47,paul
51,45,paul
97,12,paul
2,49,paul
37,16,paul
43,50,paul
85,65,paul
84,88,paul
31,94,paul
43,59,paul
89,17,paul
23,90,paul
97,39,paul
70,22,paul
16,51,paul
78,35,paul
13,64,paul
47,29,paul
4,95,paul
67,44,paul
35,64,paul
47,38,paul
99,76,paul
100,50,paul
96,98,paul
63,10,paul
92,55,paul
68,97,paul
63,28,paul
9,57,paul
83,6,paul
15,91,paul
40,35,paul
48,39,paul
50,67,paul
52,9,paul
10,3,jules
33,5,jules
58,89,paul
80,98,paul
54,46,paul
25,28,paul
11,93,paul
62,77,paul
93,55,paul
14,0,jules
22,13,jules
12,67,paul
66,47,paul
51,58,paul
84,92,paul
78,21,paul
12,85,paul
1,48,paul
47,15,paul
87,88,paul
67,30,paul
64,95,paul
59,26,paul
55,37,paul
70,35,paul
99,80,paul
76,87,paul
5,45,paul
69,48,paul
99,98,paul
21,8,jules
15,86,paul
21,17,jules
29,30,paul
54,32,paul
42,76,paul
91,90,paul
83,86,paul
94,86,paul
8,92,paul
54,59,paul
32,22,paul
31,66,paul
20,75,paul
55,5,paul
96,43,paul
1,34,jules
67,7,paul
32,49,paul
78,16,paul
12,80,paul
43,58,paul
16,41,paul
96,61,paul
1,52,paul
70,21,paul
36,19,paul
56,86,paul
16,50,paul
34,86,paul
34,95,paul
45,95,paul
3,98,paul
100,49,paul
58,52,paul
63,18,paul
5,58,paul
98,97,paul
6,23,jules
49,92,paul
21,21,jules
58,70,paul
26,99,paul
62,31,paul
19,60,paul
10,2,jules
31,43,paul
27,91,paul
74,23,paul
95,55,paul
12,48,paul
60,97,paul
12,57,paul
87,60,paul
41,93,paul
96,47,paul
78,11,paul
53,76,paul
87,78,paul
4,71,paul
45,72,paul
72,89,paul
87,87,paul
1,38,paul
64,94,paul
65,59,paul
99,61,paul
70,25,paul
88,70,paul
100,35,paul
45,99,paul
38,69,paul
6,9,jules
80,47,paul
42,39,paul
49,87,paul
82,93,paul
27,68,paul
73,35,paul
94,76,paul
85,18,paul
66,14,paul
51,25,paul
13,8,jules
41,79,paul
43,21,paul
75,90,paul
84,68,paul
41,97,paul
23,61,paul
