x,y,nettoyage
38,23,paul
90,24,jules
18,17,paul
15,30,paul
59,64,paul
7,26,paul
26,39,paul
91,16,jules
36,80,paul
28,76,paul
91,25,jules
36,89,paul
9,72,paul
21,37,paul
63,61,jules
29,59,paul
6,57,paul
50,91,paul
6,66,paul
87,0,jules
39,81,paul
56,12,jules
85,48,paul
53,25,jules
39,90,paul
85,57,paul
20,95,paul
3,33,paul
49,0,jules
43,69,paul
13,65,paul
24,65,paul
4,87,paul
49,9,jules
4,96,paul
86,58,jules
18,3,paul
97,58,paul
96,99,paul
59,59,paul
82,24,jules
89,72,paul
91,2,jules
18,30,paul
7,30,paul
57,98,paul
70,77,paul
63,56,jules
52,19,paul
44,15,paul
84,8,jules
72,15,jules
25,29,paul
53,11,paul
34,7,paul
2,36,paul
81,100,paul
66,48,paul
56,25,jules
43,55,paul
22,32,paul
32,64,paul
59,27,paul
3,37,paul
55,38,paul
59,36,jules
4,100,paul
15,11,paul
36,43,paul
98,36,paul
76,88,paul
47,52,paul
65,88,paul
90,32,jules
65,97,paul
36,70,paul
83,2,jules
92,69,paul
77,80,paul
9,62,paul
40,40,paul
48,53,paul
60,18,jules
75,16,jules
44,10,paul
81,59,jules
52,23,jules
27,88,paul
44,28,paul
73,82,paul
39,89,paul
20,85,paul
22,27,paul
12,90,paul
35,55,paul
32,68,paul
55,33,paul
79,0,paul
12,99,paul
59,31,jules
70,31,paul
67,44,jules
13,73,paul
48,3,jules
89,53,jules
28,34,paul
24,82,paul
18,11,paul
7,11,paul
17,34,paul
57,79,paul
40,8,jules
88,94,paul
99,85,paul
16,87,paul
5,50,paul
92,55,paul
47,65,paul
40,26,paul
9,57,paul
52,0,paul
44,5,paul
10,3,paul
25,1,paul
58,98,paul
2,8,paul
54,46,paul
10,21,paul
62,68,paul
85,33,paul
30,97,paul
83,100,paul
94,100,paul
2,35,paul
3,0,paul
37,2,jules
86,16,jules
67,12,jules
89,21,paul
23,85,paul
67,21,jules
78,21,jules
47,33,paul
71,0,jules
55,46,paul
92,41,jules
57,83,paul
58,48,paul
21,8,paul
29,30,paul
27,60,paul
62,27,jules
69,75,jules
75,6,jules
81,40,jules
33,0,paul
27,78,paul
62,45,jules
80,93,paul
42,76,paul
25,5,paul
2,3,paul
91,90,paul
74,19,jules
39,43,paul
33,9,paul
27,96,paul
73,63,paul
20,57,paul
32,22,paul
43,22,paul
74,37,paul
86,2,jules
20,66,paul
31,66,paul
54,68,paul
86,11,jules
14,4,paul
78,7,jules
89,7,jules
1,34,paul
36,1,paul
32,49,paul
31,84,paul
97,20,jules
24,45,paul
70,12,jules
72,94,paul
55,23,jules
97,29,jules
64,90,paul
98,3,jules
67,25,paul
24,63,paul
22,93,paul
17,24,paul
99,75,paul
77,38,jules
16,68,paul
5,31,paul
63,0,jules
76,82,paul
28,42,paul
92,45,jules
49,74,paul
5,49,paul
6,14,paul
81,17,paul
79,93,paul
7,95,paul
30,60,paul
19,60,paul
73,40,jules
85,5,paul
93,18,jules
61,84,paul
8,78,paul
39,56,paul
51,21,jules
23,39,paul
94,90,paul
43,17,paul
31,52,paul
11,83,paul
84,64,jules
66,37,jules
33,98,paul
89,11,jules
87,78,paul
36,5,paul
88,43,jules
45,72,paul
28,1,paul
1,47,paul
88,52,paul
22,79,paul
47,23,jules
100,35,jules
77,33,jules
57,64,paul
69,29,jules
50,43,paul
21,16,paul
90,88,paul
73,17,jules
8,64,paul
20,29,paul
30,64,paul
63,98,paul
12,25,paul
8,73,paul
2,2,paul
75,72,paul
83,85,paul
52,79,paul
97,1,paul
95,68,paul
84,68,paul
96,33,paul
72,75,jules
44,93,paul
16,22,paul
55,4,jules
76,36,jules
87,73,paul
53,80,paul
76,45,paul
1,42,paul
76,54,paul
34,85,paul
92,17,jules
100,30,jules
28,23,paul
100,39,paul
3,97,paul
68,77,jules
49,73,paul
21,2,paul
27,36,paul
81,25,jules
61,56,paul
79,92,paul
19,50,paul
7,94,paul
83,62,jules
0,55,paul
51,2,jules
31,33,paul
84,36,jules
66,0,jules
51,20,paul
94,89,paul
33,70,paul
60,87,paul
95,54,paul
1,10,paul
84,54,paul
32,25,paul
24,12,paul
25,75,paul
53,57,paul
65,31,jules
76,49,paul
45,80,paul
34,80,paul
14,74,paul
37,76,paul
99,60,paul
58,19,jules
89,86,paul
57,63,paul
14,92,paul
37,94,paul
26,66,paul
38,68,paul
58,46,paul
62,7,jules
26,84,paul
79,87,paul
91,52,paul
98,100,paul
94,48,paul
82,92,paul
30,54,paul
19,63,paul
83,66,paul
48,99,paul
11,59,paul
75,62,jules
75,71,jules
87,36,jules
24,7,paul
88,10,paul
99,19,paul
10,81,paul
64,70,jules
88,37,jules
65,35,paul
99,37,jules
57,31,jules
37,53,paul
65,44,paul
45,75,paul
28,4,paul
69,5,jules
17,4,paul
58,5,jules
58,14,jules
98,50,paul
15,43,paul
9,9,paul
86,94,paul
18,39,paul
55,88,paul
61,19,paul
42,15,paul
26,61,paul
61,28,jules
18,57,paul
90,73,paul
83,34,jules
28,98,paul
20,5,paul
84,17,jules
95,17,jules
91,74,paul
4,15,paul
4,24,paul
99,5,paul
84,53,paul
95,53,jules
87,49,paul
72,60,jules
56,43,paul
46,8,jules
34,43,paul
56,52,paul
57,17,jules
34,52,paul
44,96,paul
22,59,paul
45,61,paul
68,26,paul
15,20,paul
45,70,paul
46,35,paul
58,0,paul
2,99,paul
76,48,jules
14,64,paul
13,96,paul
15,29,paul
22,77,paul
61,14,jules
50,14,paul
18,43,paul
48,52,paul
55,92,paul
50,23,jules
98,72,paul
81,1,jules
42,19,jules
90,68,paul
7,61,paul
42,28,paul
83,29,jules
0,22,paul
39,4,jules
8,35,paul
5,100,paul
30,44,paul
40,76,paul
83,56,jules
40,85,paul
41,50,paul
29,85,paul
11,49,paul
84,30,jules
95,30,jules
95,39,jules
64,33,paul
33,64,paul
45,29,paul
96,13,jules
1,4,paul
88,9,jules
76,7,jules
88,18,jules
10,80,paul
34,47,paul
99,18,jules
51,90,paul
43,86,paul
100,1,paul
49,17,jules
66,97,paul
58,4,jules
49,35,paul
38,35,paul
14,77,paul
26,51,paul
78,89,paul
30,12,paul
89,98,paul
27,25,paul
63,46,jules
91,28,jules
55,96,paul
8,21,paul
90,72,paul
11,17,paul
63,55,paul
71,68,jules
60,31,jules
20,4,paul
52,36,paul
29,80,paul
40,80,paul
40,89,paul
81,90,paul
87,30,jules
64,37,jules
54,91,paul
76,11,jules
86,43,paul
86,52,paul
43,81,paul
67,48,jules
78,48,jules
24,77,paul
38,12,jules
37,47,paul
67,57,paul
68,25,jules
3,63,paul
78,66,jules
15,28,paul
35,95,paul
91,5,paul
47,69,paul
18,33,paul
59,71,paul
90,49,paul
71,45,paul
42,9,paul
77,88,paul
94,19,jules
17,83,paul
