x,y,nettoyage
90,24,paul
16,84,jules
79,33,paul
15,39,paul
17,58,jules
47,71,jules
92,79,paul
19,18,paul
29,50,jules
0,14,paul
9,81,jules
28,94,jules
29,59,jules
63,61,jules
17,94,paul
75,26,paul
84,4,paul
61,91,jules
9,99,jules
60,46,paul
84,13,paul
44,29,paul
42,96,jules
6,84,paul
54,79,jules
93,61,paul
2,41,paul
74,57,jules
54,88,jules
37,17,paul
20,95,jules
37,35,paul
67,36,paul
14,42,paul
90,10,paul
38,18,paul
79,19,paul
24,83,jules
99,86,jules
18,12,paul
16,79,paul
59,50,paul
1,81,jules
36,57,paul
48,22,paul
89,72,jules
88,95,paul
59,68,jules
16,97,paul
19,4,paul
100,78,jules
5,69,paul
91,20,paul
75,3,paul
30,13,paul
83,16,paul
92,83,paul
6,52,paul
58,90,jules
80,90,paul
41,19,paul
52,19,paul
69,90,jules
42,82,jules
64,20,paul
93,65,jules
25,47,jules
86,26,paul
14,19,paul
67,22,paul
32,55,paul
97,35,paul
20,99,jules
3,28,paul
89,31,paul
98,0,paul
87,98,jules
35,60,jules
98,9,paul
55,38,paul
13,69,jules
32,91,jules
67,58,jules
13,87,jules
99,90,jules
98,36,paul
16,83,jules
82,28,paul
57,93,jules
29,22,paul
28,66,paul
11,4,paul
58,76,jules
21,36,paul
5,82,jules
6,47,paul
41,14,paul
27,79,jules
21,45,paul
40,58,paul
50,90,jules
6,65,jules
39,71,jules
85,38,paul
81,86,jules
62,82,jules
25,42,paul
39,89,jules
22,18,paul
14,14,paul
4,68,jules
39,98,paul
37,16,paul
84,97,jules
55,24,paul
1,53,jules
86,39,paul
87,93,jules
36,29,paul
78,44,paul
17,25,paul
1,71,jules
35,73,jules
17,34,paul
63,1,paul
71,23,paul
36,65,jules
71,32,paul
63,28,paul
5,68,paul
80,71,jules
6,42,paul
58,80,paul
33,5,paul
62,41,paul
33,14,paul
58,98,jules
39,57,jules
62,59,jules
31,62,jules
74,42,paul
54,73,paul
67,3,paul
12,67,jules
97,25,paul
31,89,jules
12,85,paul
51,67,jules
16,46,paul
56,91,jules
99,71,jules
55,46,paul
1,75,jules
17,38,paul
40,3,paul
88,89,jules
28,38,paul
46,83,jules
65,96,paul
29,21,paul
77,70,jules
21,17,paul
94,1,paul
6,28,paul
52,4,paul
50,71,jules
19,65,jules
85,10,paul
42,85,jules
66,15,paul
42,94,jules
66,33,paul
13,27,paul
84,78,paul
84,87,jules
16,32,paul
78,25,paul
23,89,jules
4,85,jules
76,64,jules
96,79,jules
17,24,paul
5,22,paul
48,2,paul
77,38,paul
68,69,jules
100,40,paul
14,98,jules
3,98,paul
